filename,dyadNumber,condition,game,trial,target,choice,correct,trialStart,trialEnd,trialValue,startOfNextTrial,signallingPlayer,role,turnNumber,turnType,turnStart,turnEnd,turnLength,modality,signalStart,signalEnd,signalLength,signalType
D10_TT_Coded.eaf,D10,Auditory,0,4,5,6,Incorrect,178820,199387,Ga0 Tu4 Ta5 {7 5 *6*} Ch6,200158,1,Director,1,"T1",182584,183154,570,Acoustic,182584,183154,570,"x"
D10_TT_Coded.eaf,D10,Auditory,0,5,4,4,Correct,200158,215229,Ga0 Tu5 Ta4 {*4* 7 1} Ch4,217724,2,Director,1,"T1",204010,206800,2790,Acoustic,203994,204624,630,"x"
D10_TT_Coded.eaf,D10,Auditory,0,5,4,4,Correct,200158,215229,Ga0 Tu5 Ta4 {*4* 7 1} Ch4,217724,2,Director,1,"T1",204010,206800,2790,Acoustic,206014,206794,780,"x"
D10_TT_Coded.eaf,D10,Auditory,0,6,3,3,Correct,217724,234714,Ga0 Tu6 Ta3 {4 5 *3*} Ch3,236333,1,Director,1,"T1",223991,227641,3650,Acoustic,223991,227641,3650,"x"
D10_TT_Coded.eaf,D10,Auditory,1,12,8,8,Correct,644395,656771,Ga1 Tu12 Ta8 {1 *8* 6} Ch8,655131,1,Director,1,"T1",646250,648370,2120,Acoustic,646250,648370,2120,"x"
D10_TT_Coded.eaf,D10,Auditory,1,13,6,6,Correct,655131,667339,Ga1 Tu13 Ta6 {*6* 7 8} Ch6,670017,2,Director,1,"T1",661191,666431,5240,Acoustic,661191,666431,5240,"x"
D10_TT_Coded.eaf,D10,Auditory,1,14,4,4,Correct,670017,687949,Ga1 Tu14 Ta4 {6 5 *4*} Ch4,690546,1,Director,1,"T1",670200,673490,3290,Acoustic,670215,670755,540,"x"
D10_TT_Coded.eaf,D10,Auditory,1,14,4,4,Correct,670017,687949,Ga1 Tu14 Ta4 {6 5 *4*} Ch4,690546,1,Director,1,"T1",670200,673490,3290,Acoustic,672850,673490,640,"x"
D10_TT_Coded.eaf,D10,Auditory,1,15,7,7,Correct,690546,704961,Ga1 Tu15 Ta7 {8 *7* 3} Ch7,713190,2,Director,1,"T1",695210,699810,4600,Acoustic,695210,699810,4600,"x"
D10_TT_Coded.eaf,D10,Auditory,3,5,2,2,Correct,1007374,1023885,Ga3 Tu5 Ta2 {*2* 1 4} Ch2,1025455,2,Director,1,"T1",1015420,1019120,3700,Acoustic,1015420,1019120,3700,"x"
D10_TT_Coded.eaf,D10,Auditory,3,6,8,8,Correct,1025455,1031639,Ga3 Tu6 Ta8 {1 *8* 6} Ch8,1032653,1,Director,1,"T1",1027395,1029715,2320,Acoustic,1027395,1029715,2320,"x"
D10_TT_Coded.eaf,D10,Auditory,3,7,3,3,Correct,1032653,1044788,Ga3 Tu7 Ta3 {8 *3* 4} Ch3,1045255,2,Director,1,"T1",1036410,1044800,8390,Acoustic,1036400,1043580,7180,"x"
D10_TT_Coded.eaf,D10,Auditory,3,7,3,3,Correct,1032653,1044788,Ga3 Tu7 Ta3 {8 *3* 4} Ch3,1045255,2,Director,1,"T1",1036410,1044800,8390,Acoustic,1044000,1044790,790,"x"
D10_TT_Coded.eaf,D10,Visual,0,9,2,2,Correct,1450792,1459248,Ga0 Tu9 Ta2 {*2* 1 4} Ch2,1460076,1,Director,1,"T1",1454390,1456790,2400,Acoustic,1454390,1456790,2400,"x"
D10_TT_Coded.eaf,D10,Visual,0,10,4,4,Correct,1460076,1475787,Ga0 Tu10 Ta4 {6 5 *4*} Ch4,1476815,2,Director,1,"T1",1466590,1472490,5900,Acoustic,1466595,1467505,910,"x"
D10_TT_Coded.eaf,D10,Visual,0,10,4,4,Correct,1460076,1475787,Ga0 Tu10 Ta4 {6 5 *4*} Ch4,1476815,2,Director,1,"T1",1466590,1472490,5900,Acoustic,1468705,1472505,3800,"x"
D10_TT_Coded.eaf,D10,Visual,0,11,7,7,Correct,1476815,1486919,Ga0 Tu11 Ta7 {8 *7* 3} Ch7,1488346,1,Director,1,"T1",1479320,1483900,4580,Acoustic,1479320,1483900,4580,"x"
D10_TT_Coded.eaf,D10,Visual,1,5,4,4,Correct,1623572,1629820,Ga1 Tu5 Ta4 {*4* 7 1} Ch4,1630260,1,Director,1,"T1",1625230,1628500,3270,Acoustic,1625230,1628500,3270,"x"
D10_TT_Coded.eaf,D10,Visual,1,6,6,6,Correct,1630260,1638132,Ga1 Tu6 Ta6 {2 *6* 8} Ch6,1640045,2,Director,1,"T1",1633080,1638000,4920,Acoustic,1633080,1638000,4920,"x"
D10_TT_Coded.eaf,D10,Visual,1,7,2,2,Correct,1640045,1642924,Ga1 Tu7 Ta2 {*2* 1 4} Ch2,1643716,1,Director,1,"T1",1639610,1642220,2610,Acoustic,1639610,1642220,2610,"x"
D10_TT_Coded.eaf,D10,Visual,1,8,1,1,Correct,1643716,1650523,Ga1 Tu8 Ta1 {*1* 7 2} Ch1,1652420,2,Director,1,"T1",1645220,1650680,5460,Acoustic,1645220,1650680,5460,"x"
D10_TT_Coded.eaf,D10,Visual,1,9,5,3,Incorrect,1652420,1662123,Ga1 Tu9 Ta5 {2 *3* 5} Ch3,1662355,1,Director,1,"T1",1653410,1658220,4810,Acoustic,1653410,1658220,4810,"x"
D10_TT_Coded.eaf,D10,Visual,1,10,2,2,Correct,1662355,1667427,Ga1 Tu10 Ta2 {5 1 *2*} Ch2,1668764,2,Director,1,"T1",1663610,1666400,2790,Acoustic,1663610,1666400,2790,"x"
D10_TT_Coded.eaf,D10,Visual,1,11,3,3,Correct,1668764,1672996,Ga1 Tu11 Ta3 {8 *3* 4} Ch3,1672674,1,Director,1,"T1",1668960,1669760,800,Acoustic,1668960,1669760,800,"x"
D10_TT_Coded.eaf,D10,Visual,1,12,8,8,Correct,1672674,1688562,Ga1 Tu12 Ta8 {1 *8* 6} Ch8,1690715,2,Director,1,"T1",1674790,1682430,7640,Acoustic,1674790,1676710,1920,"x"
D10_TT_Coded.eaf,D10,Visual,1,12,8,8,Correct,1672674,1688562,Ga1 Tu12 Ta8 {1 *8* 6} Ch8,1690715,2,Director,1,"T1",1674790,1682430,7640,Acoustic,1679730,1682440,2710,"x"
D10_TT_Coded.eaf,D10,Visual,3,7,3,3,Correct,1887712,1890680,Ga3 Tu7 Ta3 {8 *3* 4} Ch3,1890170,1,Director,1,"T1",1887590,1888440,850,Acoustic,1887590,1888440,850,"x"
