filename,dyadNumber,condition,game,trial,target,choice,correct,trialStart,trialEnd,trialValue,startOfNextTrial,signallingPlayer,role,turnNumber,turnType,turnStart,turnEnd,turnLength,modality,signalStart,signalEnd,signalLength,signalType
D12_TT_Coded.eaf,D12,Auditory,1,4,5,5,Correct,406009,419241,Ga1 Tu4 Ta5 {7 *5* 6} Ch5,422876,1,Director,1,"T1",408332,417525,9193,Visual,408340,412551,4211,"x"
D12_TT_Coded.eaf,D12,Auditory,1,4,5,5,Correct,406009,419241,Ga1 Tu4 Ta5 {7 *5* 6} Ch5,422876,1,Director,1,"T1",408332,417525,9193,Visual,416418,417541,1123,"x"
D12_TT_Coded.eaf,D12,Auditory,1,4,5,5,Correct,406009,419241,Ga1 Tu4 Ta5 {7 *5* 6} Ch5,422876,1,Director,1,"T1",408332,417525,9193,Acoustic,416724,417567,843,"x"
D12_TT_Coded.eaf,D12,Auditory,1,5,4,4,Correct,422876,427740,Ga1 Tu5 Ta4 {*4* 7 1} Ch4,429120,2,Director,1,"T1",423996,424943,947,Visual,423996,424943,947,"x"
D12_TT_Coded.eaf,D12,Auditory,1,6,6,6,Correct,429120,444000,Ga1 Tu6 Ta6 {2 *6* 8} Ch6,444651,1,Director,1,"T1",437407,440477,3070,Acoustic,437793,440494,2701,"x"
D12_TT_Coded.eaf,D12,Auditory,1,7,2,2,Correct,444651,453530,Ga1 Tu7 Ta2 {*2* 1 4} Ch2,454448,2,Director,1,"T1",449354,453021,3667,Visual,449354,453021,3667,"x"
D12_TT_Coded.eaf,D12,Auditory,1,8,1,1,Correct,454448,462391,Ga1 Tu8 Ta1 {*1* 7 2} Ch1,466176,1,Director,1,"T1",459754,462034,2280,Visual,459754,462034,2280,"x"
D12_TT_Coded.eaf,D12,Auditory,1,8,1,1,Correct,454448,462391,Ga1 Tu8 Ta1 {*1* 7 2} Ch1,466176,1,Director,1,"T1",459754,462034,2280,Acoustic,460183,462025,1842,"x"
D12_TT_Coded.eaf,D12,Auditory,2,5,3,3,Correct,703961,708112,Ga2 Tu5 Ta3 {8 *3* 4} Ch3,707992,2,Director,1,"T1",702859,704631,1772,Visual,702859,704631,1772,"x"
D12_TT_Coded.eaf,D12,Auditory,2,6,6,6,Correct,707992,724687,Ga2 Tu6 Ta6 {2 *6* 8} Ch6,727984,1,Director,1,"T1",712718,720858,8140,Visual,712718,720858,8140,"x"
D12_TT_Coded.eaf,D12,Auditory,2,6,6,6,Correct,707992,724687,Ga2 Tu6 Ta6 {2 *6* 8} Ch6,727984,2,Matcher,1,"T2",721270,723077,1807,Visual,721270,723077,1807,"x"
D12_TT_Coded.eaf,D12,Auditory,2,7,2,2,Correct,727984,735168,Ga2 Tu7 Ta2 {*2* 1 4} Ch2,734110,2,Director,1,"T1",727981,730560,2579,Visual,727981,730560,2579,"x"
D12_TT_Coded.eaf,D12,Auditory,2,8,4,5,Incorrect,734110,740670,Ga2 Tu8 Ta4 {6 *5* 4} Ch5,742700,1,Director,1,"T1",737665,738349,684,Visual,737665,738349,684,"x"
D12_TT_Coded.eaf,D12,Auditory,2,9,7,3,Incorrect,742700,751783,Ga2 Tu9 Ta7 {8 7 *3*} Ch3,754094,2,Director,1,"T1",744033,746349,2316,Visual,744033,746349,2316,"x"
D12_TT_Coded.eaf,D12,Auditory,2,10,3,3,Correct,754094,759126,Ga2 Tu10 Ta3 {4 5 *3*} Ch3,759871,1,Director,1,"T1",755462,758638,3176,Acoustic,755462,758638,3176,"x"
D12_TT_Coded.eaf,D12,Visual,1,3,8,8,Correct,1467484,1480131,Ga1 Tu3 Ta8 {5 *8* 3} Ch8,1478103,2,Director,1,"T1",1469263,1475438,6175,Visual,1469263,1475438,6175,"x"
D12_TT_Coded.eaf,D12,Visual,1,4,5,7,Incorrect,1478103,1486839,Ga1 Tu4 Ta5 {*7* 5 6} Ch7,1488411,1,Director,1,"T1",1482192,1486314,4122,Visual,1482192,1486314,4122,"x"
D12_TT_Coded.eaf,D12,Visual,1,5,4,4,Correct,1488411,1501690,Ga1 Tu5 Ta4 {*4* 7 1} Ch4,1503335,2,Director,1,"T1",1489403,1493508,4105,Visual,1489403,1493508,4105,"x"
